cluster_id,link_score,source_file,name,street,city,state,zip
1162,,0,Arthur S Rogers,7246 Evergreen,Woodward,OK,73801-6642
1163,,0,Raymond C Myers,19612 Fourth,Salinas,PR,00751-8354
1164,,0,Paul A James,18628 Eighth,Chocowinity,NC,27817-2582
1165,,0,Michael F Miller,2381 Lake,Warm Springs,GA,31830-1458
1166,,0,Alice A Cook,6360 Oak,Ehrhardt,SC,29081
1167,,0,Brian Q Gutierrez,14659 Seventh,West Elkton,OH,45070-6320
1168,,0,Jordan Z Morales,8551 Evergreen,Westover,MD,21890-9180
1169,,0,Lauren Y Reed,4604 Second,Fresno,CA,93704
1170,,0,Michelle L Simpson,9677 Evergreen,Clayton,WI,54004
1171,,0,Joyce J Gray,6012 First,Port Wing,WI,54865-7135
1172,,0,Frances B Myers,4283 Fifth,Indianapolis,IN,46203-4194
1173,,0,Eugene S Cox,13159 Hill,Charleston,SC,29416-8279
1174,,0,Steven G Green,1721 Hill,Harleyville,SC,29448
1175,,0,Justin Y Ortiz,17704 Maple,Sarasota,FL,34243
1176,,0,Nicole W Flores,10975 Oak,Fox,OK,73435
1177,,0,Marge Q Peterson,19609 Elm,Reading Center,NY,14876-4297
1178,,0,Christine J Williams,956 Hill,Camden on Gauley,WV,26208
1179,,0,Nicole E Gonzales,3336 Sixth,Sanger,CA,93657
1180,,0,Joe B Howard,360 Seventh,Exeter,ME,04435
1181,,0,Zachary J Chavez,18767 Washington,Phoenix,AZ,85017-0910
1182,,0,Albert G Watson,6313 Maple,Pembroke,GA,31321
1183,,0,Christine L Ortiz,11609 Elm,Clifton Forge,VA,24422
1184,,0,Theresa P Rogers,6470 Third,Albany,NY,12246-1704
1185,,0,Gary I Ward,5624 Fifth,Union Mills,IN,46382-8708
1186,,0,Michael N Morales,9250 Maple,Chualar,CA,93925-8500
1187,,0,Joshua C Williams,7580 Cedar,Commerce,GA,30530-6116
1188,,0,Harold A Brooks,10548 Seventh,Weldon,IA,50264-0042
1189,,0,Harold H Sanders,16818 Elm,Williamsport,TN,38487
1190,,0,Janice Z Long,15014 Evergreen,Evansville,IN,47701-9283
1191,,0,Dylan A Cook,8026 Ninth,Norway,IA,52318
1192,,0,Thomas E Kim,329 Seventh,Kelley,IA,50134-2214
1193,,0,Alexis A Morgan,17652 Ninth,Tingley,IA,50863-6553
1194,,0,Jesse I White,14784 Maple,Chelsea,MI,48118-5222
1195,,0,Benjamin B Simpson,12356 Ninth,Fritch,TX,79036-0595
1196,,0,Dylan K Thomas,843 Lake,Elkton,TN,38455-7259
1197,,0,Samantha F Clark,647 Main,Ernest,PA,15739-1092
1198,,0,Bobby X Kelly,18003 Hill,Hot Springs Village,AR,71910
1199,,0,Sharon U Rivera,8462 View,Godley,TX,76044-4162
1200,,0,Laura K Perez,19215 Sixth,Walker,MO,64790
1201,,0,Hannah S Long,16710 Hill,Arlington,TX,76004-5026
1202,,0,Betty I Hughes,17991 Main,Waldorf,MD,20604-0186
1203,,0,Patrick F Thomas,12261 Elm,Salt Lake City,UT,84124
1204,,0,Steven U Ramos,15127 First,Wolf Lake,IL,62998
1205,,0,Evelyn F Wood,12068 Fifth,Morgantown,WV,26507
1206,,0,Roger E Hall,11800 Ninth,Sloan,NV,89054-9661
1207,,0,Alice Q Jackson,18513 Seventh,Chromo,CO,81128-5571
1208,,0,Heather P Moore,924 Fifth,Kinmundy,IL,62854-1656
1209,,0,Maggie G Allen,548 Oak,Van Lear,KY,41265
1210,,0,Roger W Phillips,19096 Pine,Saint Paul,MN,55145-9497
1211,,0,Susan G Foster,3077 Fifth,Cookson,OK,74427
1212,,0,Lisa X Baker,19289 Main,Atkinson,NC,28421
1213,,0,Teresa Y Jackson,12563 Hill,Cima,CA,92323
1214,,0,Sophia H Williams,10764 View,Good Hope,IL,61438
1215,,0,Natalie V Jackson,3248 Third,Wilmington,NC,28411
1216,,0,Gerald G Brooks,1133 Lake,Overland Park,KS,66224
1217,,0,Sara Q Alvarez,11838 Hill,Glasgow,MT,59230
1218,,0,Judy R Ross,4129 Lake,Garards Fort,PA,15334
1219,,0,Stephanie C Green,10307 Evergreen,Manassas,GA,30438-6234
1220,,0,Samantha B Foster,5247 Seventh,Lexington,KY,40517-0529
1221,,0,Sophia T Reyes,17193 Evergreen,Laguna Hills,CA,92654-9657
1222,,0,Diane P Clark,13954 Maple,Toledo,OH,43615
1223,,0,Jonathan R Hall,12585 Lake,Houston,TX,77224
1224,,0,Ashley F Martin,4166 Second,Oil City,PA,16301-1553
1225,,0,Kelly M Reyes,10992 Second,Mirando City,TX,78369
1226,,0,Homer W Johnson,6800 Hill,Fredericktown,PA,15333-3557
1227,,0,Donald S Campbell,16266 Ninth,Roseland,LA,70456-1978
1228,,0,Hannah B Long,18123 Second,Walnut Grove,CA,95690
1229,,0,Scott N Edwards,8928 Main,Roxie,MS,39661-3863
1230,,0,Noah Q Hughes,4998 Park,Farley,MO,64028
1231,,0,Barbara K Howard,6644 Evergreen,Marshall,VA,20115
1232,,0,Logan L Hernandez,225 Sixth,Magna,UT,84044-7269
1233,,0,Rachel R Foster,6570 Pine,Loraine,TX,79532
1234,,0,Frank D Sanders,5453 Maple,Lubbock,TX,79412
1235,,0,Joan M Martin,17718 Hill,Albuquerque,NM,87113-7670
1236,,0,Melissa D Clark,18469 Second,Oak Park,IL,60304
1237,,0,Bobby K Brown,13924 Sixth,Battleboro,NC,27809
1238,,0,Christine Y Rivera,396 Washington,Kennett Square,PA,19348
1239,,0,Frank E Lewis,12382 Sixth,Marathon,TX,79842
1240,,0,Dennis D Rodriguez,16139 First,Blossom,TX,75416-1984
1241,,0,Keith Z Johnson,16226 Main,Riverside,CA,92521
1242,,0,Katherine X Perez,1058 Fifth,Marysville,PA,17053-1760
1243,,0,Ashley Z Hill,7341 Evergreen,Trenton,NJ,08625-8620
1244,,0,Homer N Walker,15127 Oak,San Tan Valley,AZ,85143-8805
1245,,0,Teresa Q Wilson,17438 Fifth,Denison,TX,75020-1116
1246,,0,Angela T Cooper,13800 Eighth,Markham,IL,60428
1247,,0,Jack C Taylor,18289 Oak,Lake Creek,TX,75450
1248,,0,Andrew H Alvarez,8729 Elm,Bradleyville,MO,65614-2137
1249,,0,Wayne F Rogers,7952 Second,Harrisville,NY,13648
1250,,0,Janet K Anderson,5922 Washington,Silver City,NM,88061
1251,,0,Benjamin F Ramirez,8345 Elm,Justin,TX,76247-7412
1252,,0,Teresa P Ortiz,13377 Pine,Etowah,TN,37331
1253,,0,Eric V Cruz,18401 First,San Francisco,CA,94188
1254,,0,Eugene S Nelson,4437 Main,Allison,PA,15413-1614
1255,,0,Elizabeth W Lee,6754 Main,Watrous,NM,87753-6060
1256,,0,Frances T Phillips,12539 Pine,Marietta,GA,30061
1257,,0,Janet L Mitchell,13252 View,McLain,MS,39456-8325
1258,,0,Madison M Phillips,3833 Sixth,New Orleans,LA,70156
1259,,0,Margaret K Adams,779 Ninth,Baltimore,MD,21203
1260,,0,Michael D Green,426 Park,New Hope,KY,40052-0042
1261,,0,Austin Q Diaz,15439 Lake,Stockton,CA,95210-1502
1262,,0,Richard V Cook,17702 Evergreen,Ellabell,GA,31308-2160
1263,,0,Jack O Carter,18290 Seventh,Avalon,WI,53505-0087
1264,,0,Amanda D Castillo,5041 Eighth,Lanark,WV,25860
1265,,0,Dennis N Chavez,15656 Main,Pittsburgh,PA,15283-5603
1266,,0,Mark B Myers,14236 Eighth,Tehachapi,CA,93561
1267,,0,Cheryl X Murphy,18180 Fifth,Boonton,NJ,07005-0275
1268,,0,Lawrence Z Thomas,9216 Cedar,Roxboro,NC,27573-3082
1269,,0,Judy A Foster,3702 Third,Riesel,TX,76682-8828
1270,,0,Stephen Q Hill,12603 View,Windom,MN,56101-2177
1271,,0,Wayne V Clark,11143 Main,Guide Rock,NE,68942-4524
1272,,0,Emily X Patel,5236 First,Spring Run,PA,17262-1355
1273,,0,David T Nelson,4359 Second,Topeka,KS,66647-9793
1274,,0,Benjamin C Rivera,19388 Second,DPO,FL,34067
1275,,0,Scott G Evans,15505 View,Naguabo,PR,00718
1276,,0,Noah E Morgan,7048 Seventh,Bloomer,WI,54724
1277,,0,Stephanie U Moore,1162 Park,Nashville,OH,44661-1749
1278,,0,Dorothy L Turner,8187 Third,Arlee,MT,59821-7758
1279,,0,Logan R Thomas,17118 Main,Franklinville,NY,14737
1280,,0,Gloria S Ruiz,6642 Elm,Cowdrey,CO,80434
1281,,0,Jack L Rogers,16551 Lake,Bemidji,MN,56601-9264
1282,,0,Dylan C Cruz,3437 Maple,Portsmouth,VA,23701
1283,,0,Roger U Cooper,18597 First,Bakersfield,CA,93301-7596
1284,,0,Charlotte S Parker,1096 Third,Claiborne,MD,21624-6540
1285,,0,Shirley T Mendoza,1265 Second,Arthur City,TX,75411-7254
1286,,0,Bobby H Reed,17926 Lake,Montgomery,AL,36132
1287,,0,Christopher B Sanders,19514 Washington,San Diego,CA,92163-5575
1288,,0,Joe I Harris,8 Fifth,South Bound Brook,NJ,08880
1289,,0,Kathryn A Moore,10611 Pine,Sycamore,AL,35149-9228
1290,,0,James E Brooks,12749 First,Bynum,NC,27228
1291,,0,Lawrence L Sanchez,13285 Pine,Wyoming,WV,24898
1292,,0,Teresa D Myers,10533 Pine,Bloxom,VA,23308-2367
1293,,0,Stephanie T Myers,16891 Oak,Agoura Hills,CA,91376-2041
1294,,0,Danielle Y Harris,7945 Elm,Playa del Rey,CA,90296
1295,,0,Frank J Howard,2689 Third,Eastover,SC,29044
1296,,0,Albert O Mendoza,10601 Eighth,Belmont,WI,53510-6897
1297,,0,Judy T Parker,14037 Evergreen,Brownsville,MD,21715-2126
1298,,0,Christina L Ruiz,17587 View,Galt,IA,50101
1299,,0,Barbara G Smith,6059 Ninth,Webster,NY,14580-4181
1300,,0,Kenneth A Clark,6436 Oak,Renick,MO,65278-1896
1301,,0,Amber W Scott,15237 Seventh,Buffalo,NY,14228-7024
1302,,0,Deborah C Cox,16541 Hill,Force,PA,15841
1303,,0,Aaron U Martin,9642 Main,Cresson,PA,16630
1304,,0,Virginia N Anderson,12022 Hill,Birch Run,MI,48415
1305,,0,Robert F Gonzales,3698 View,Hawk Springs,WY,82217-0171
1306,,0,Joyce J Martin,12799 View,Dexter,GA,31019-5840
1307,,0,Isabella A Chavez,7504 First,Dry Creek,LA,70637-2473
1308,,0,Michelle A Ramirez,9893 First,Groom,TX,79039-3713
1309,,0,Julia Z Nguyen,10943 Seventh,Yanceyville,NC,27379-7347
1310,,0,Deborah G Peterson,18944 Sixth,Caldwell,KS,67022
1311,,0,Margaret A Ward,11220 View,Pearl,MS,39208-7180
1312,,0,Emily R Carter,3700 Main,Dolgeville,NY,13329-7915
1313,,0,Joan L Price,4325 Fourth,Geneva,IL,60134
1314,,0,Andrew O Allen,2155 View,Cobbtown,GA,30420
1315,,0,Danielle P Thomas,3251 Fifth,Marble Rock,IA,50653-7953
1316,,0,Deborah B Rivera,15443 Pine,Fredonia,AZ,86022
1317,,0,Michelle T Moore,9982 Washington,Seneca,NE,69161-3007
1318,,0,Lauren K Williams,5324 Park,Land O Lakes,WI,54540
1319,,0,Melissa I Morris,5334 Oak,Duncannon,PA,17020
1320,,0,Sara W Stewart,13542 Seventh,Brinktown,MO,65443
1321,,0,Jennifer V Gomez,555 Third,Solon,OH,44139-0626
1322,,0,Judy O Wilson,16867 Sixth,Holmes Beach,FL,34218
1323,,0,Sarah O Murphy,17737 Maple,North Troy,VT,05859
1324,,0,Sophia X Collins,11602 Lake,Middle Village,NY,11379-8888
1325,,0,Alexis L Ortiz,14319 Pine,Bliss,NY,14024
1326,,0,Katherine E Garcia,15058 Park,Oriskany,NY,13424
1327,,0,John Z Green,1174 Lake,Moccasin,CA,95347
1328,,0,Lisa K Myers,837 Fifth,Bourbon,IN,46504-5319
1329,,0,Betty L Cook,17316 Park,Wernersville,PA,19565-1852
1330,,0,Deborah C Robinson,18291 Eighth,Long Beach,CA,90822
1331,,0,Diane G White,11619 Main,New York,NY,10282-9237
1332,,0,Amanda Y Long,15283 Lake,Wessington Springs,SD,57382
1333,,0,Joe Z Myers,10609 Park,Aurora,NE,68818
1334,,0,Beverly Z Lewis,1020 Third,Danville,IA,52623
1335,,0,Roger Z Lewis,16668 Elm,Kansas City,MO,64113-0728
1336,,0,Gloria Y Adams,6906 Second,Upland,CA,91784
1337,,0,Heather D Torres,7036 Eighth,Albuquerque,NM,87115
1338,,0,Arthur J Harris,11989 Oak,Hawkins,WI,54530-4394
1339,,0,Alice F Richardson,3299 Eighth,Charleston Air Force Base,SC,29404-8391
1340,,0,Jeremy W Walker,5695 Maple,Potwin,KS,67123-8707
1341,,0,William S Phillips,19321 Evergreen,Swiss,WV,26690-3545
1342,,0,Grace I Ramos,361 Washington,Liebenthal,KS,67553
1343,,0,Arthur M Mendoza,18603 Lake,Henrico,VA,23255
1344,,0,Rose V Phillips,1564 Second,West Barnstable,MA,02668-9721
1345,,0,Janice L Allen,4829 Fourth,Eggleston,VA,24086-7480
1346,,0,Evelyn H Brooks,11713 Eighth,Vero Beach,FL,32968-2165
1347,,0,Ralph Z Castillo,1315 Maple,Saint Johns,FL,32259
1348,,0,Judith U Green,13796 Pine,Powderly,TX,75473-3259
1349,,0,Brandon V Harris,19155 Seventh,Delanson,NY,12053
1350,,0,Helen X Price,13317 Seventh,Lumber City,GA,31549-3980
1351,,0,Cynthia W Jones,14484 Maple,Lubbock,TX,79452-2666
1352,,0,Sophia R Rogers,10499 Evergreen,Winthrop Harbor,IL,60096-3260
1353,,0,Bryan Q Murphy,11400 Eighth,McKeesport,PA,15133
1354,,0,Kyle H Clark,8295 Eighth,Blounts Creek,NC,27814
1355,,0,Lawrence U Johnson,17987 Park,Manchester,OK,73758
1356,,0,Christine B Myers,10118 Sixth,Sacramento,CA,94271-7470
1357,,0,Diane B Bailey,19673 First,Kasson,MN,55944
1358,,0,Gerald C Peterson,11248 Ninth,Christmas,FL,32709-7489
1359,,0,Noah H Cox,1862 Main,Saint Stephens,AL,36569-1037
1360,,0,Jack G Wilson,16548 Elm,Manistee,MI,49660
1361,,0,Jacob W Walker,18294 Hill,Treloar,MO,63378-7676
1362,,0,Jessica Z Collins,5889 Pine,Sciota,IL,61475-1833
1363,,0,Robert A Gonzales,10234 Washington,New Eagle,PA,15067-5507
1364,,0,Alexis F Garcia,14626 First,Burnsville,MN,55306
1365,,0,Ruth A Gomez,13574 Seventh,Kirkwood,NY,13795-9370
1366,,0,Christopher E Anderson,15098 Seventh,Reidsville,NC,27323-1469
1367,,0,Philip D Wood,18426 Fifth,Louisville,KY,40295
1368,,0,Jason C Wood,17974 Elm,Henrico,VA,23294
1369,,0,Roger Y Johnson,15417 Main,APO,NY,09010-2681
1370,,0,Stephen L Nguyen,12107 Maple,Philadelphia,PA,19178-4237
1371,,0,Andrew X Wood,19244 First,Darling,MS,38623-6881
1372,,0,Evelyn A Carter,13019 Elm,East Montpelier,VT,05651-9127
1373,,0,Sophia X Brown,1085 First,Galloway,WV,26349-5411
1374,,0,Emily J Long,6737 Ninth,Peoria,IL,61607
1375,,0,Ethan N Evans,16855 Second,Hookerton,NC,28538
1376,,0,Amber E Brown,17499 Third,Wanatah,IN,46390
1377,,0,Pamela Z Brown,8459 Evergreen,Houston,TX,77046
1378,,0,Emily R Martinez,9633 Oak,Arthur,IL,61911
1379,,0,Stephanie D Parker,1762 Maple,New England,ND,58647-3077
1380,,0,Deborah G Diaz,13288 Washington,Richfield,ID,83349-4542
1381,,0,Karen I Robinson,869 Main,Casa,AR,72025-4482
1382,,0,Jason S Moore,12696 Eighth,Springfield,IL,62761-8742
1383,,0,Noah K Wright,10896 Evergreen,Hayesville,IA,52562-3077
1384,,0,John D Cook,17203 Main,Soddy Daisy,TN,37379-7050
1385,,0,Dylan R Reyes,19917 View,Freeport,ME,04032
1386,,0,Dylan L Morales,13945 Maple,Fontana Dam,NC,28733
1387,,0,Deborah Z Gutierrez,13513 Hill,Houston,TX,77084
1388,,0,Jennifer K Lopez,4705 Third,Pengilly,MN,55775-3419
1389,,0,Albert Z Evans,17022 Eighth,Nashville,IN,47448-6524
1390,,0,Frank W Rogers,4589 Fourth,Bessie,OK,73622-3358
1391,,0,Beverly W Peterson,19377 Park,Tennessee Colony,TX,75861
1392,,0,Nathan U Morales,17915 Evergreen,Prather,CA,93651-1699
1393,,0,Patrick I Alvarez,7626 Lake,Fromberg,MT,59029-4225
1394,,0,Willie V Kelly,19417 View,Martin,MI,49070-5937
